Period,cagr,vol,sharpe,sortino,information_ratio,max_drawdown,ir_HFRXSDV Base,ir_SG Trend Index,ir_Efficient Capital Best Trend 15v,ir_Abrdn MOSERS Trend
2008-02-29,0.7190238631962653,0.3586490976471727,1.7946290131273572,3.4987767444383615,1.5789466718146938,0.17356348114832043,1.5011727988839936,1.6896889758626636,,
2008-02-29,0.8134177220023551,0.35882201060560304,2.053976010317119,5.74436545783131,1.7317026073801784,0.11003419219328159,1.4213363275453865,1.9902612010662892,,
2008-02-29,0.6141259133217314,0.21386954887442702,2.547073048662636,6.775656112224589,2.1664450930936114,0.03873990303537056,1.5283317188074041,2.423493413618309,,
2008-02-29,0.6324277162919394,0.2087564170579189,2.694657812495224,7.444892792332591,2.271831766672231,0.03382052694786131,1.58688963742006,2.6025246920156624,,
2008-02-29,1.1344309365879948,0.24658398910617396,4.2371346005874,9.110483184564828,3.1031284538615402,0.0047530472881094354,2.536918190528284,2.2392457924055726,,
2008-02-29,-0.16830729364498798,0.44630311963179126,-0.46412323820071005,-0.5964564236903896,-0.2985177237270441,0.37400439732806934,-0.4804315803549106,-0.9617719338744084,,
2008-02-29,1.5531734390832228,0.38268026516311465,3.7840419785625596,12.470921753004259,2.590551848822372,0.04380543957597505,2.3220140827227236,2.844676909063058,,
2008-02-29,0.1833106432751126,0.2068029469521689,0.6271713822715765,0.9967068316503033,0.6885263067280626,0.1362521211483667,0.21742067180893784,-0.0968951976263387,,
2009-02-28,0.5038547582265887,0.37985018377020724,1.2748022219671395,2.8018043196065463,1.2194932235324478,0.1464184486328861,0.5185063866271562,1.3268072837797222,0.6099993302650811,
2009-02-28,0.5194893235357956,0.1850096251456871,2.7034788062552373,8.61444649324706,2.3113051819452535,0.07437681906336391,0.7233699076570893,3.401121820444066,1.2999859930252933,
2009-02-28,0.35935810136048185,0.2666651994618443,1.2787989529718482,2.653815923900966,1.2324876202953623,0.10184996331515284,0.2922959061304784,1.3334642316452878,0.32856819793649006,
2009-02-28,0.1279123988120825,0.17872397643056406,0.6271729081310801,1.0917460491295696,0.6788833148790101,0.13588985726275493,-0.5443378754747867,0.3823359425316871,-1.055049202693557,
2009-02-28,0.15204544216506122,0.183241642690192,0.7412948129913406,1.326740471181557,0.7824821190090094,0.1365234641698937,-0.44581544801390977,0.604560509065211,-0.8576515058909586,
2009-02-28,0.5182037917826898,0.17279798163333285,2.8645336791633467,6.965571842339671,2.442811547571784,0.07133682991610202,1.5515010136203198,1.9759556842637211,1.1379825172226337,
2009-02-28,-0.018908249834323265,0.16347720449087205,-0.19747482294881608,-0.2525395734052432,-0.12281036479347818,0.15853776733872083,-1.0963563615905074,-0.969858637263862,-2.0021107792525634,
2009-02-28,0.7559038382813785,0.30011591463520465,2.430561567384706,6.908380613908553,1.9966066813223389,0.12431513149137297,0.9515967579787854,1.7167049139294654,1.1899305375559215,
2010-02-28,-0.11320109762283614,0.2338484590719875,-0.4910145282288064,-0.6808021201621605,-0.4119111731147097,0.16766646098628746,0.05197053751986439,-0.19585338587294185,0.7290431001882626,
2010-02-28,-0.2712545699866701,0.1605864343349912,-1.6984215481905416,-1.6245851491439698,-1.8811844547156855,0.2586596025642538,-0.8758361660116164,-2.215731502272361,-0.8918348499053347,
2010-02-28,0.09065682044498558,0.20900345554242844,0.42462312450632406,0.7368348357577013,0.5030198599928365,0.11723511564117817,0.8941743078974638,1.4186336887194921,3.327573189859764,
2010-02-28,-0.1328195457329424,0.1842899458649627,-0.7292033369993713,-1.06394743877805,-0.6958494556563551,0.15800423704957922,-0.08251120921657042,-0.5658023005544527,0.7928567015400931,
2010-02-28,-0.12586926081453886,0.1897283844254322,-0.6717474251375581,-1.0035571819941655,-0.6296894706618162,0.15695782287028592,-0.03925948862564453,-0.46332636899469287,0.86349879979703,
2010-02-28,-0.32273275345233177,0.40690006006331125,-0.7963909738164598,-0.9893987307205926,-0.7554714787312016,0.36181365592081116,-0.4373565455584374,-0.7334222392946231,-0.3508443997827398,
2010-02-28,-0.21606628192839616,0.28445572905040983,-0.7648790699101053,-0.9515598576080951,-0.7214074151071369,0.2513765553809849,-0.2923424460610218,-0.6604114820947024,-0.04167429696838632,
2010-02-28,0.23030004788004055,0.2997723547057279,0.7608372369735792,1.343432608116868,0.8271282696654981,0.1961965154761235,1.2900816339474517,0.9586938178089393,1.4179705675819747,
2011-02-28,0.3127610646253225,0.20631368801167546,1.507668841440423,3.7153547301005814,1.4181840616149939,0.06699346130217598,0.8454587374367505,0.9053577218478257,0.33058090938077095,
2011-02-28,0.406350554050513,0.22672880147212046,1.7829601114129017,4.191015755154187,1.619421343208992,0.11154405174909598,1.2245380641612797,1.5938201739964815,0.9267769038323825,
2011-02-28,0.33528561518456024,0.24438064620776448,1.3640981541264667,2.2379009490640436,1.3062528312680455,0.14012741409989082,0.9887207239271929,0.9990481510964275,0.4795740648240509,
2011-02-28,0.3866843522669503,0.19087984699684973,2.015781637181076,4.704422023705819,1.8144287520308073,0.06240641175465711,1.1710295512427955,1.9377234969461443,0.8771567360677451,
2011-02-28,0.3909614840369662,0.1891214789426581,2.057039464218516,4.9238814091336085,1.8462498798005011,0.06129892751077548,1.2020675447714857,1.9996998208063743,0.9152190740944072,
2011-02-28,0.3736290208653621,0.26805870477723004,1.3869858757003115,3.1180257903439754,1.3140348666281136,0.09030338978928876,0.9281365846685616,0.6807407927063407,0.3875544330717224,
2011-02-28,0.5820800952889664,0.21199939176250426,2.735697750987623,7.442883524263285,2.293344638879307,0.056968352672859934,1.651797814149119,1.863951593180168,1.2583547340872963,
2011-02-28,-0.16097002622209178,0.18786125666321274,-0.8632263195405371,-1.0117489257400456,-0.8472707096787261,0.18047316715406359,-0.8967585192178387,-1.5710901747877168,-2.034615670572132,
2012-02-29,-0.03758699333253801,0.2890132937758905,-0.1327295146635561,-0.18539251800433146,-1.1114691251714088e-05,0.15321457904104163,-0.005101274614957462,0.2995213046830662,0.4501091870580091,
2012-02-29,-0.15707994072995746,0.204557821891943,-0.7713293504857169,-0.9364037579033376,-0.7381227436086568,0.26790660732243976,-0.5636381899752446,-0.8221821675841186,-0.6006838979877196,
2012-02-29,-0.03864325938240565,0.22097863854173264,-0.17836392781933638,-0.24652404839559044,-0.07863133642789098,0.20490132731449617,-0.06775678794061654,0.32195444607059626,0.6644359923036561,
2012-02-29,0.12390495966975612,0.20947744654320413,0.5873854655895583,1.0679234269413755,0.6507650084820614,0.12296766026412109,0.5270934880099334,1.5166998671251308,2.270942143019954,
2012-02-29,0.10853599773250133,0.201515290116362,0.5343872269635539,0.9459536081030602,0.6005544937957771,0.12010011595032177,0.4806800881743827,1.4818419205488083,2.313343110028953,
2012-02-29,-0.212052033148595,0.2281961063808399,-0.9322177720841216,-1.0720270686516093,-0.9308409919972508,0.2545409765094332,-0.7510974510911673,-0.9389057688999777,-0.809176328338185,
2012-02-29,-0.18312368630981213,0.23827184686151506,-0.7713442424678139,-0.8853560417291431,-0.7301109416013767,0.2197303618620341,-0.6560225936639369,-0.5799349652077742,-0.4374121121751903,
2012-02-29,-0.2590464761221929,0.3024681702579498,-0.8585458651576465,-1.118223237362051,-0.8442239150808675,0.3922412750430272,-0.7727633785016474,-0.8503098167228323,-0.7975464426706589,
2012-02-29,-0.10605903048905818,0.17202662853182937,-0.6210492807076878,-0.8951750510959356,-0.5759618438645878,0.18420788406190114,-0.4290330866910801,-0.3303524042217586,-0.15869618293022122,
2012-02-29,0.49788358063358573,0.2623332496354269,1.8926659431688386,4.18337473838159,1.6782601655366882,0.0984183368854914,1.816404289413962,1.8507451034614766,1.9201986193137386,
2013-02-28,0.007875729187065472,0.2644274910992486,0.025620767243485706,0.04140146778108797,0.14444998203256462,0.1836910310530857,0.34651912427687254,0.34808052553316304,0.3158666767803608,
2013-02-28,-0.09912460608097395,0.30903741047955857,-0.32397437994026757,-0.5198111866243184,-0.20373781192745075,0.24551302871306102,0.007356822045926467,-0.19744951680961448,-0.29169303843830224,
2013-02-28,0.1059552569817328,0.24046765391066396,0.43568337639103677,0.6875234253616265,0.5260248639810655,0.10631524013096538,0.6701099560886732,0.9974370737252038,1.0684826345424157,
2013-02-28,-0.05543660748813983,0.19471075283046266,-0.29003913591742925,-0.40957484656509197,-0.20892231184439866,0.15963851683782915,0.1020666501319058,-0.20405230911758612,-0.41717137086228484,
2013-02-28,-0.018965799473113942,0.2309055903010755,-0.08678878644981523,-0.13613312228119434,0.016054257376561788,0.16692165106002865,0.2494661256830825,0.1645539273322319,0.07717502957535737,
2013-02-28,-0.13837606337413788,0.15569141601130052,-0.8946951239453709,-1.0173445945112138,-0.8843200222035856,0.18442438061007238,-0.36008815875058886,-1.230167976722421,-1.0771397511689864,
2013-02-28,0.15687998190050023,0.3803600400549576,0.40920095786574306,1.194553831502361,0.5353968623074985,0.20444801992276518,0.7129623354155018,0.6773986521415137,0.663440151379044,
2013-02-28,0.0828018809557054,0.30363343530561393,0.26884819307488156,0.4320819375789774,0.39739728560205023,0.1503643532501543,0.5645689991814627,0.6743595426405619,0.7420320860975658,
2013-02-28,-0.3031907948979625,0.21497983694666606,-1.4140675363162496,-1.3996283624148744,-1.556453437206137,0.3234137676344332,-1.0794611873861166,-2.1956539862653144,-2.3110850087388166,
2013-02-28,-0.12832362439033085,0.17662765311976814,-0.7321588339063807,-0.9085950268177682,-0.6980841988527912,0.1573653491062973,-0.2559196376518347,-0.6425579106282795,-0.6476356425733831,
2014-02-28,0.020090027536899813,0.19715307203250473,0.0973008000570641,0.1410642604080756,0.18716923822315462,0.1413020802945888,0.28917440310744924,0.7660589916194508,1.5077638073483917,
2014-02-28,-0.07264671705479331,0.1941099006185609,-0.37841805479719753,-0.48370604571157094,-0.3013665839516483,0.18672294817078428,-0.20335516608614457,0.007160240619696717,0.5786006896544402,
2014-02-28,-0.30095389179925736,0.2881799683062528,-1.0462876414790767,-1.13594157193606,-1.0867669627351326,0.37468606726891596,-1.0066547907434147,-1.1407996329814536,-0.9642717643816142,
2014-02-28,0.07428350698616848,0.26863774258543754,0.27299096733088635,0.44987259810571434,0.38573149424798214,0.24345305707575715,0.4606878210734448,0.8271461147815055,1.3518359109259754,
2014-02-28,0.12559656325991186,0.2979624984675961,0.4181460442675683,0.6992822268016332,0.5314166462926184,0.2465726674985097,0.5964645278899227,0.9748888990493467,1.4697567617259857,
2014-02-28,0.13307999621433453,0.23347548003499763,0.5659981129891316,1.2078771390251284,0.6352301976371386,0.11805840363224707,0.7181408754387526,0.834521232256865,0.9307543569483594,
