cagr,vol,sharpe,sortino,information_ratio,max_drawdown
0.05579184745975008,0.1303141010670969,0.4281336171825614,0.6888763608438726,0.48182805083789254,0.2717033429178243
0.068405661064042,0.10731037502735405,0.6374561737073884,1.0920416632361223,0.6712385649098215,0.1400881861852168
0.06196342627686069,0.13207536909723608,0.4691520205500405,0.7536545853875541,0.5217873761203717,0.20099314296872284
0.004041965161082572,0.16595518306348198,0.024355763323983804,0.032474142492141776,0.10808588190400054,0.2658012213264793
-0.0085712129879707,0.1735286119305014,-0.0493936584440812,-0.06801465209949892,0.03480738672004946,0.18516742539630315
0.061204136032173784,0.132284571459772,0.4626702521449078,0.7751515258467377,0.5149602209729751,0.20662847872987222
0.08818112750504459,0.11845435082155767,0.7444313095589258,1.3073960212798597,0.7739687734972617,0.13159775086232706
0.06926184323134055,0.13326592601225398,0.5197265745556882,0.9442241564792766,0.5683792322561889,0.22491899285501327
0.05661227594933371,0.121130586643871,0.46736565485129017,0.7387555901901226,0.5159009617073854,0.23960330537763364
0.032577990975271476,0.11820630670089458,0.2756028158269573,0.41103191608268075,0.33020128729399795,0.1937008856270288
-0.09979991341087902,0.10125404157478322,-0.985638813608934,-1.1262938322139269,-0.9847160119807307,0.19147078296179487
-0.0849941486488146,0.09255035236883707,-0.9183557541746676,-1.031693753896132,-0.9113997286745538,0.1703695798384124
-0.08715662913855793,0.08740324084665375,-0.9971784603670647,-1.115766522537787,-0.9963413948449088,0.2676644864391554
0.09020182825290668,0.12679764646748054,0.7113840892625756,1.117787552139461,0.7470576703145391,0.16379641363702646
0.0764801325011022,0.1399273954475655,0.5465701141400958,0.8374672145085894,0.5972761194917223,0.1654107405739449
-0.07672523141792342,0.12390312917901883,-0.619235623234895,-0.7806108894766701,-0.5809935910838092,0.2789125319218906
0.09676147553166459,0.12105219990693208,0.7993367787289879,1.5432249508108038,0.8248295471155443,0.15780060386277428
0.050615741163205774,0.12746039506811802,0.39710955811925314,0.6692668293161966,0.44854599333147516,0.07821536388759287
0.09751615634440114,0.1284652043456265,0.7590861419722718,1.271444009336686,0.7903852344231338,0.16570151229220154
0.084285450235841,0.11752017531546068,0.7171998340675774,1.1576717917669215,0.7486374542489137,0.2188706263021315
0.00877604584834657,0.1468760384532672,0.059751379059280116,0.08405320604023381,0.13245136741981672,0.22015183921100423
0.061449909646447365,0.1166191501618916,0.5269281208201408,0.909814953426687,0.5694369895324461,0.2531493344915412
0.032692018799299394,0.12374147456829265,0.26419613079086707,0.4172547519583883,0.3207310343369207,0.15070544279078835
-0.01580260242885767,0.12740693381119136,-0.12403251499856421,-0.18726571014084403,-0.06361183630699813,0.26973219946020455
-0.1108205398427059,0.12019636377582031,-0.9219957772549479,-1.109863770936332,-0.914558768094313,0.22245614735233998
